Model,Condition,mAP@50,mAP@50-95,Precision,Recall,Latency (ms)
best,Normal Vision (Clean),0.08861238658868786,0.041279993976573066,0.08603531300160513,0.5982142857142857,45.760063999987324
best,Restricted Vision (Blur),0.0873401789957524,0.04169513976779121,0.09046534331272373,0.6205357142857143,33.967351999999664
best,Normal Vision (Clean),0.0,0.0,0.0,0.0,36.46454800000356
best,Restricted Vision (Blur),0.0,0.0,0.0,0.0,42.82080400000268
best,Normal Vision (Clean),0.0,0.0,0.0,0.0,247.89968599998247
best,Restricted Vision (Blur),0.0,0.0,0.0,0.0,230.21812599999976
